time,wx (rad/s)
"19,834","-0,62"
"19,836","-0,62"
"19,842","-0,61"
"19,843","-0,61"
"19,844","-0,61"
"19,848","-0,61"
"19,849","-0,61"
"19,849","-0,61"
"19,854","-0,6"
"19,856","-0,6"
"19,857","-0,6"
"19,858","-0,59"
"19,862","-0,59"
"19,864","-0,59"
"19,868","-0,59"
"19,873","-0,58"
"19,874","-0,58"
"19,875","-0,58"
"19,876","-0,58"
"19,882","-0,58"
"19,884","-0,57"
"19,885","-0,57"
"19,889","-0,57"
"19,891","-0,56"
"19,894","-0,56"
"19,895","-0,56"
"19,898","-0,55"
"19,902","-0,55"
"19,915","-0,55"
"19,915","-0,54"
"19,915","-0,54"
"19,919","-0,54"
"19,92","-0,53"
"19,921","-0,53"
"19,922","-0,53"
"19,922","-0,53"
"19,933","-0,52"
"19,935","-0,52"
"19,936","-0,52"
"19,937","-0,51"
"19,937","-0,51"
"19,938","-0,51"
"19,938","-0,5"
"19,941","-0,5"
"19,948","-0,5"
"19,949","-0,49"
"19,949","-0,48"
"19,951","-0,48"
"19,962","-0,48"
"19,963","-0,47"
"19,963","-0,47"
"19,963","-0,46"
"19,964","-0,46"
"19,964","-0,46"
"19,968","-0,45"
"19,968","-0,45"
"19,973","-0,45"
"19,975","-0,44"
"19,975","-0,44"
"19,98","-0,43"
"19,982","-0,43"
"19,985","-0,42"
"19,988","-0,42"
"19,988","-0,41"
"19,992","-0,41"
"19,994","-0,41"
"19,998","-0,4"
"20,001","-0,4"
"20,001","-0,39"
"20,004","-0,39"
"20,008","-0,38"
"20,01","-0,38"
"20,01","-0,37"
"20,013","-0,37"
"20,016","-0,36"
"20,018","-0,36"
"20,029","-0,36"
"20,029","-0,35"
"20,029","-0,34"
"20,029","-0,34"
"20,032","-0,33"
"20,035","-0,32"
"20,039","-0,32"
"20,04","-0,32"
"20,04","-0,31"
"20,046","-0,3"
"20,048","-0,3"
"20,052","-0,29"
"20,052","-0,29"
"20,055","-0,28"
"20,057","-0,28"
"20,061","-0,27"
"20,064","-0,27"
"20,064","-0,26"
"20,068","-0,26"
"20,069","-0,25"
"20,074","-0,24"
"20,078","-0,24"
"20,078","-0,23"
"20,08","-0,23"
"20,083","-0,22"
"20,086","-0,21"
"20,086","-0,21"
"20,09","-0,21"
"20,093","-0,2"
"20,096","-0,19"
"20,097","-0,19"
"20,101","-0,19"
"20,103","-0,18"
"20,107","-0,17"
"20,108","-0,17"
"20,11","-0,16"
"20,113","-0,16"
"20,118","-0,15"
"20,119","-0,14"
"20,119","-0,14"
"20,122","-0,14"
"20,127","-0,13"
"20,129","-0,12"
"20,129","-0,12"
"20,133","-0,11"
"20,139","-0,11"
"20,14","-0,1"
"20,14","-0,1"
"20,142","-0,09"
"20,145","-0,09"
"20,149","-0,08"
"20,15","-0,07"
"20,152","-0,07"
"20,155","-0,06"
"20,158","-0,06"
"20,162","-0,05"
"20,162","-0,04"
"20,165","-0,04"
"20,169","-0,04"
"20,171","-0,03"
"20,173","-0,03"
"20,185","-0,02"
"20,187","-0,01"
"20,188","-0,01"
"20,188",0
"20,19","0,01"
"20,191","0,01"
"20,193","0,01"
"20,194","0,02"
"20,195","0,02"
"20,197","0,03"
"20,203","0,03"
"20,206","0,04"
"20,207","0,05"
"20,208","0,05"
"20,213","0,06"
"20,214","0,06"
"20,214","0,07"
"20,218","0,07"
"20,222","0,08"
"20,224","0,09"
"20,225","0,09"
"20,229","0,1"
"20,232","0,1"
"20,234","0,11"
"20,235","0,11"
"20,237","0,12"
"20,242","0,13"
"20,243","0,13"
"20,244","0,13"
"20,249","0,14"
"20,252","0,15"
"20,253","0,15"
"20,255","0,16"
"20,258","0,16"
"20,261","0,17"
"20,264","0,17"
"20,265","0,18"
"20,269","0,19"
"20,273","0,19"
"20,274","0,2"
"20,275","0,21"
"20,277","0,21"
"20,281","0,22"
"20,284","0,22"
"20,284","0,22"
"20,287","0,23"
"20,29","0,24"
"20,294","0,24"
"20,296","0,25"
"20,297","0,25"
"20,301","0,26"
"20,308","0,26"
"20,314","0,27"
"20,314","0,28"
"20,314","0,28"
"20,315","0,29"
"20,317","0,29"
"20,318","0,29"
"20,32","0,3"
"20,323","0,31"
"20,327","0,31"
"20,328","0,32"
"20,331","0,32"
"20,334","0,33"
"20,336","0,34"
"20,338","0,34"
"20,34","0,34"
"20,345","0,35"
"20,347","0,35"
"20,347","0,36"
"20,35","0,36"
"20,356","0,37"
"20,357","0,37"
"20,357","0,38"
"20,36","0,38"
"20,364","0,39"
"20,367","0,39"
"20,367","0,39"
"20,369","0,4"
"20,374","0,4"
"20,376","0,41"
"20,377","0,41"
"20,382","0,41"
"20,385","0,42"
"20,386","0,43"
"20,386","0,43"
"20,39","0,43"
"20,395","0,44"
"20,397","0,44"
"20,398","0,45"
"20,401","0,45"
"20,408","0,46"
"20,408","0,46"
"20,408","0,46"
"20,415","0,47"
"20,415","0,47"
"20,417","0,47"
"20,417","0,48"
"20,421","0,48"
"20,425","0,48"
"20,427","0,49"
"20,428","0,49"
"20,43","0,49"
"20,435","0,5"
"20,439","0,5"
"20,44","0,5"
"20,44","0,51"
"20,444","0,51"
"20,448","0,51"
"20,448","0,52"
"20,45","0,52"
"20,455","0,52"
"20,457","0,52"
"20,458","0,53"
"20,459","0,53"
"20,464","0,53"
"20,467","0,54"
"20,467","0,54"
"20,47","0,54"
"20,474","0,55"
"20,477","0,55"
"20,477","0,55"
"20,48","0,56"
"20,484","0,56"
"20,489","0,56"
"20,489","0,57"
"20,49","0,57"
"20,494","0,57"
"20,497","0,57"
"20,498","0,57"
"20,501","0,57"
"20,505","0,58"
"20,506","0,58"
"20,506","0,58"
"20,511","0,59"
"20,514","0,59"
"20,517","0,59"
"20,517","0,6"
"20,521","0,6"
"20,522","0,6"
"20,527","0,6"
"20,529","0,6"
"20,529","0,6"
"20,533","0,61"
"20,534","0,6"
"20,544","0,61"
"20,545","0,61"
"20,545","0,61"
"20,546","0,61"
"20,552","0,62"
"20,552","0,62"
"20,553","0,62"
"20,567","0,62"
"20,567","0,62"
"20,568","0,62"
"20,568","0,62"
"20,568","0,63"
"20,568","0,63"
"20,572","0,63"
"20,573","0,63"
"20,576","0,63"
"20,58","0,63"
"20,581","0,63"
"20,581","0,63"
"20,586","0,63"
"20,594","0,64"
"20,595","0,64"
"20,596","0,64"
"20,596","0,64"
"20,6","0,64"
"20,602","0,64"
"20,602","0,64"
"20,605","0,64"
"20,609","0,64"
"20,612","0,65"
"20,612","0,64"
"20,616","0,64"
"20,617","0,65"
"20,621","0,65"
"20,624","0,65"
"20,625","0,65"
"20,628","0,64"
"20,633","0,64"
"20,634","0,65"
"20,634","0,64"
"20,638","0,65"
"20,639","0,64"
"20,645","0,64"
"20,648","0,65"
"20,648","0,64"
"20,65","0,64"
"20,655","0,64"
"20,657","0,64"
"20,657","0,64"
"20,661","0,64"
"20,666","0,64"
"20,668","0,64"
"20,669","0,64"
"20,673","0,64"
"20,674","0,64"
"20,676","0,64"
"20,677","0,64"
"20,68","0,63"
"20,684","0,63"
"20,694","0,63"
"20,696","0,63"
"20,7","0,63"
"20,701","0,63"
"20,702","0,63"
"20,703","0,62"
"20,703","0,62"
"20,72","0,62"
"20,721","0,62"
"20,721","0,62"
"20,721","0,62"
"20,722","0,61"
"20,722","0,61"
"20,722","0,61"
"20,722","0,61"
"20,724","0,61"
"20,729","0,6"
"20,729","0,6"
"20,729","0,6"
"20,734","0,6"
"20,736","0,59"
"20,739","0,59"
"20,739","0,59"
"20,742","0,59"
"20,746","0,58"
"20,75","0,58"
"20,752","0,58"
"20,752","0,58"
"20,755","0,58"
"20,76","0,57"
"20,762","0,57"
"20,762","0,57"
"20,767","0,56"
"20,769","0,56"
"20,772","0,56"
"20,773","0,56"
"20,775","0,56"
"20,781","0,56"
"20,782","0,55"
"20,782","0,54"
"20,786","0,55"
"20,789","0,54"
"20,793","0,54"
"20,794","0,53"
"20,795","0,53"
"20,8","0,53"
"20,802","0,53"
"20,802","0,53"
"20,808","0,52"
"20,814","0,52"
"20,814","0,51"
"20,815","0,51"
"20,815","0,51"
"20,82","0,5"
"20,823","0,5"
"20,824","0,5"
"20,826","0,5"
"20,83","0,49"
"20,833","0,49"
"20,833","0,49"
"20,835","0,48"
"20,84","0,48"
"20,842","0,47"
"20,843","0,47"
"20,846","0,47"
"20,851","0,46"
"20,852","0,46"
"20,852","0,46"
"20,856","0,45"
"20,86","0,45"
"20,862","0,44"
"20,863","0,44"
"20,867","0,44"
"20,87","0,43"
"20,872","0,42"
"20,873","0,42"
"20,875","0,42"
"20,88","0,41"
"20,882","0,41"
"20,883","0,41"
"20,888","0,4"
"20,89","0,4"
"20,893","0,4"
"20,894","0,39"
"20,895","0,38"
"20,901","0,38"
"20,902","0,38"
"20,902","0,37"
"20,905","0,37"
"20,91","0,36"
"20,912","0,36"
"20,913","0,35"
"20,917","0,35"
"20,92","0,34"
"20,925","0,34"
"20,926","0,33"
"20,927","0,33"
"20,93","0,32"
"20,931","0,32"
"20,932","0,31"
"20,945","0,31"
"20,947","0,3"
"20,947","0,3"
"20,948","0,29"
"20,949","0,28"
"20,949","0,28"
"20,957","0,27"
"20,959","0,27"
"20,959","0,26"
"20,96","0,26"
"20,962","0,26"
"20,963","0,25"
"20,967","0,24"
"20,972","0,24"
"20,973","0,23"
"20,974","0,23"
"20,975","0,22"
"20,978","0,22"
"20,983","0,21"
"20,984","0,2"
"20,985","0,2"
"20,989","0,2"
"20,993","0,19"
"20,995","0,19"
"20,996","0,18"
21,"0,17"
"21,003","0,17"
"21,006","0,16"
"21,009","0,16"
"21,01","0,15"
"21,01","0,15"
"21,017","0,14"
"21,017","0,14"
"21,017","0,13"
"21,022","0,12"
"21,025","0,12"
"21,027","0,12"
"21,027","0,11"
"21,031","0,1"
"21,035","0,1"
"21,038","0,1"
"21,039","0,09"
"21,04","0,08"
"21,044","0,07"
"21,048","0,07"
"21,048","0,07"
"21,051","0,06"
"21,052","0,06"
"21,056","0,05"
"21,059","0,04"
"21,059","0,04"
"21,064","0,04"
"21,067","0,03"
"21,079","0,02"
"21,08","0,02"
"21,081","0,01"
"21,081","0,01"
"21,082",0
"21,083",0
"21,085","-0,01"
"21,086","-0,01"
"21,106","-0,02"
"21,108","-0,02"
"21,109","-0,03"
"21,11","-0,04"
"21,111","-0,04"
"21,112","-0,05"
"21,113","-0,05"
"21,114","-0,06"
"21,114","-0,06"
"21,114","-0,07"
"21,115","-0,07"
"21,117","-0,08"
"21,118","-0,08"
"21,123","-0,09"
"21,124","-0,1"
"21,128","-0,1"
"21,131","-0,11"
"21,132","-0,11"
"21,134","-0,12"
"21,139","-0,12"
"21,141","-0,13"
"21,142","-0,13"
"21,144","-0,14"
"21,149","-0,14"
"21,149","-0,15"
"21,15","-0,15"
"21,152","-0,16"
"21,157","-0,17"
"21,161","-0,17"
"21,162","-0,18"
"21,163","-0,18"
"21,169","-0,19"
"21,17","-0,19"
"21,17","-0,2"
"21,176","-0,21"
"21,177","-0,21"
"21,18","-0,22"
"21,182","-0,22"
"21,182","-0,23"
"21,195","-0,23"
"21,197","-0,24"
"21,198","-0,24"
"21,198","-0,25"
"21,199","-0,26"
"21,204","-0,26"
"21,204","-0,27"
"21,205","-0,27"
"21,215","-0,27"
"21,216","-0,28"
"21,216","-0,29"
"21,217","-0,29"
"21,219","-0,3"
"21,223","-0,3"
"21,224","-0,31"
"21,224","-0,31"
"21,23","-0,32"
"21,231","-0,32"
"21,231","-0,33"
"21,233","-0,33"
"21,24","-0,34"
"21,241","-0,34"
"21,241","-0,35"
"21,245","-0,35"
"21,247","-0,35"
"21,252","-0,36"
"21,253","-0,36"
"21,253","-0,37"
"21,258","-0,37"
"21,26","-0,38"
"21,26","-0,38"
"21,264","-0,38"
"21,268","-0,39"
"21,271","-0,39"
"21,272","-0,4"
"21,273","-0,4"
"21,278","-0,4"
"21,281","-0,41"
"21,281","-0,41"
"21,283","-0,42"
"21,289","-0,42"
"21,29","-0,42"
"21,29","-0,43"
"21,293","-0,43"
"21,299","-0,44"
"21,3","-0,44"
"21,3","-0,44"
"21,304","-0,45"
"21,308","-0,45"
"21,311","-0,45"
"21,312","-0,46"
"21,312","-0,46"
"21,319","-0,46"
"21,32","-0,46"
"21,322","-0,47"
"21,335","-0,47"
"21,337","-0,48"
"21,338","-0,48"
"21,339","-0,48"
"21,339","-0,49"
"21,34","-0,49"
"21,347","-0,49"
"21,348","-0,5"
"21,348","-0,5"
"21,348","-0,5"
"21,351","-0,5"
"21,352","-0,51"
"21,354","-0,51"
"21,358","-0,51"
"21,362","-0,51"
"21,362","-0,52"
"21,365","-0,52"
"21,368","-0,52"
"21,369","-0,53"
"21,37","-0,53"
"21,374","-0,53"
"21,377","-0,54"
"21,38","-0,54"
"21,38","-0,54"
"21,383","-0,55"
"21,385","-0,55"
"21,389","-0,55"
"21,392","-0,55"
"21,392","-0,55"
"21,397","-0,55"
"21,402","-0,56"
"21,403","-0,56"
"21,404","-0,56"
"21,409","-0,57"
"21,411","-0,57"
"21,413","-0,58"
"21,414","-0,58"
"21,416","-0,58"
"21,423","-0,58"
"21,425","-0,58"
"21,426","-0,58"
"21,426","-0,59"
"21,43","-0,59"
"21,433","-0,59"
"21,434","-0,59"
"21,435","-0,59"
"21,44","-0,59"
"21,442","-0,6"
"21,446","-0,6"
"21,446","-0,6"
"21,452","-0,6"
"21,452","-0,6"
"21,452","-0,61"
"21,458","-0,61"
"21,459","-0,61"
"21,463","-0,61"
"21,464","-0,61"
"21,467","-0,61"
"21,479","-0,61"
"21,481","-0,61"
"21,481","-0,61"
"21,482","-0,62"
"21,482","-0,62"
"21,482","-0,62"
"21,483","-0,62"
"21,485","-0,62"
"21,497","-0,62"
"21,498","-0,62"
"21,498","-0,62"
"21,499","-0,63"
"21,499","-0,62"
"21,501","-0,62"
"21,507","-0,62"
"21,508","-0,62"
"21,509","-0,63"
"21,512","-0,63"
"21,515","-0,62"
"21,515","-0,62"
"21,518","-0,63"
"21,521","-0,62"
"21,524","-0,63"
"21,528","-0,62"
"21,528","-0,62"
"21,531","-0,62"
"21,534","-0,62"
"21,537","-0,63"
"21,54","-0,62"
"21,54","-0,62"
"21,545","-0,61"
"21,548","-0,62"
"21,551","-0,62"
"21,551","-0,62"
"21,553","-0,61"
"21,557","-0,62"
"21,56","-0,61"
"21,56","-0,62"
"21,563","-0,61"
"21,566","-0,61"
"21,569","-0,61"
"21,573","-0,61"
"21,579","-0,61"
"21,579","-0,61"
"21,579","-0,6"
"21,582","-0,6"
"21,584","-0,6"
"21,584","-0,6"
"21,588","-0,6"
"21,59","-0,6"
"21,593","-0,6"
"21,597","-0,6"
"21,6","-0,59"
"21,6","-0,59"
"21,604","-0,59"
"21,605","-0,59"
"21,609","-0,59"
"21,612","-0,59"
"21,613","-0,59"
"21,615","-0,59"
"21,618","-0,58"
"21,621","-0,58"
"21,624","-0,58"
"21,624","-0,58"
"21,628","-0,58"
"21,631","-0,57"
"21,634","-0,57"
"21,636","-0,57"
"21,637","-0,57"
"21,641","-0,56"
"21,642","-0,56"
"21,645","-0,56"
"21,649","-0,56"
"21,651","-0,56"
"21,651","-0,55"
"21,655","-0,55"
"21,657","-0,55"
"21,66","-0,55"
"21,663","-0,55"
"21,666","-0,55"
"21,671","-0,54"
"21,672","-0,54"
"21,672","-0,54"
"21,676","-0,53"
"21,678","-0,53"
"21,683","-0,53"
"21,685","-0,53"
"21,686","-0,52"
"21,691","-0,52"
"21,693","-0,52"
"21,695","-0,51"
"21,695","-0,51"
"21,698","-0,51"
"21,701","-0,5"
"21,706","-0,5"
"21,707","-0,5"
"21,709","-0,5"
"21,71","-0,49"
"21,714","-0,49"
"21,718","-0,49"
"21,726","-0,48"
"21,727","-0,48"
"21,728","-0,47"
"21,728","-0,47"
"21,734","-0,47"
"21,738","-0,46"
"21,738","-0,46"
"21,739","-0,46"
"21,739","-0,45"
"21,746","-0,45"
"21,747","-0,45"
"21,747","-0,44"
"21,748","-0,44"
"21,751","-0,43"
"21,758","-0,43"
"21,76","-0,42"
"21,76","-0,42"
"21,761","-0,42"
"21,766","-0,41"
"21,767","-0,41"
"21,767","-0,4"
"21,771","-0,4"
"21,773","-0,4"
"21,777","-0,39"
"21,781","-0,39"
"21,781","-0,38"
"21,783","-0,38"
"21,786","-0,37"
"21,79","-0,37"
"21,793","-0,36"
"21,794","-0,36"
"21,795","-0,36"
"21,799","-0,35"
"21,806","-0,35"
"21,807","-0,34"
"21,807","-0,34"
"21,809","-0,33"
"21,815","-0,33"
"21,816","-0,32"
"21,817","-0,32"
"21,818","-0,31"
"21,821","-0,31"
"21,823","-0,3"
"21,827","-0,3"
"21,831","-0,3"
"21,831","-0,29"
"21,835","-0,29"
"21,835","-0,28"
"21,839","-0,27"
"21,842","-0,27"
"21,842","-0,27"
"21,847","-0,26"
"21,852","-0,26"
"21,852","-0,26"
"21,852","-0,24"
"21,857","-0,24"
"21,863","-0,24"
"21,863","-0,23"
"21,863","-0,23"
"21,868","-0,22"
"21,87","-0,22"
"21,873","-0,22"
"21,874","-0,21"
"21,876","-0,2"
"21,879","-0,2"
"21,884","-0,19"
"21,887","-0,19"
"21,888","-0,18"
"21,889","-0,18"
"21,894","-0,17"
"21,895","-0,17"
"21,896","-0,16"
"21,9","-0,15"
"21,903","-0,15"
"21,906","-0,15"
"21,906","-0,14"
"21,908","-0,13"
"21,914","-0,13"
"21,916","-0,13"
"21,916","-0,12"
"21,919","-0,12"
"21,923","-0,11"
"21,925","-0,1"
"21,926","-0,1"
"21,93","-0,09"
"21,933","-0,09"
"21,936","-0,09"
"21,937","-0,08"
"21,948","-0,07"
"21,949","-0,07"
"21,949","-0,07"
"21,95","-0,06"
"21,951","-0,05"
"21,953","-0,05"
"21,957","-0,04"
"21,958","-0,04"
"21,959","-0,03"
"21,961","-0,03"
"21,964","-0,02"
"21,968","-0,01"
"21,97","-0,01"
"21,97","-0,01"
"21,973",0
"21,979","0,01"
"21,983","0,01"
"21,983","0,02"
"21,983","0,02"
"21,987","0,03"
"21,992","0,04"
"21,994","0,04"
"21,994","0,04"
"21,998","0,05"
"22,002","0,05"
"22,003","0,06"
"22,003","0,07"
"22,007","0,07"
"22,011","0,08"
"22,013","0,08"
"22,013","0,09"
"22,018","0,09"
"22,022","0,09"
"22,024","0,1"
"22,025","0,11"
"22,026","0,11"
"22,03","0,12"
"22,033","0,12"
"22,033","0,13"
"22,036","0,13"
"22,039","0,14"
"22,044","0,15"
"22,045","0,15"
"22,045","0,15"
"22,049","0,16"
"22,052","0,17"
"22,056","0,17"
"22,062","0,17"
"22,062","0,18"
"22,063","0,18"
"22,064","0,19"
"22,068","0,2"
"22,071","0,2"
"22,071","0,21"
"22,074","0,21"
"22,076","0,22"
"22,08","0,22"
"22,083","0,22"
"22,085","0,23"
"22,086","0,24"
"22,088","0,24"
"22,092","0,24"
"22,095","0,25"
"22,097","0,25"
"22,097","0,26"
"22,102","0,26"
"22,103","0,27"
"22,107","0,27"
"22,11","0,28"
"22,11","0,28"
"22,115","0,29"
"22,116","0,29"
"22,122","0,3"
"22,123","0,3"
"22,123","0,31"
"22,127","0,31"
"22,132","0,31"
"22,133","0,32"
"22,133","0,32"
"22,137","0,33"
"22,139","0,33"
"22,143","0,34"
"22,144","0,34"
"22,144","0,35"
"22,15","0,35"
"22,151","0,35"
"22,155","0,36"
"22,158","0,36"
"22,159","0,37"
"22,161","0,37"
"22,165","0,38"
"22,169","0,38"
"22,175","0,39"
"22,177","0,39"
"22,177","0,39"
"22,178","0,4"
"22,181","0,4"
"22,194","0,41"
"22,196","0,41"
"22,196","0,41"
"22,197","0,42"
"22,197","0,42"
"22,198","0,42"
"22,198","0,43"
"22,201","0,44"
"22,206","0,43"
"22,207","0,44"
"22,208","0,45"
"22,209","0,45"
"22,213","0,45"
"22,215","0,46"
"22,216","0,46"
"22,218","0,46"
"22,221","0,47"
"22,225","0,47"
"22,229","0,47"
"22,23","0,48"
"22,232","0,48"
"22,235","0,49"
"22,239","0,48"
"22,24","0,49"
"22,241","0,49"
"22,246","0,5"
"22,249","0,5"
"22,249","0,5"
"22,252","0,51"
"22,256","0,51"
"22,259","0,51"
"22,259","0,52"
"22,26","0,52"
"22,266","0,52"
"22,268","0,52"
"22,269","0,53"
"22,271","0,52"
"22,274","0,53"
"22,278","0,53"
"22,281","0,53"
"22,281","0,54"
"22,286","0,54"
"22,288","0,54"
"22,292","0,54"
"22,296","0,55"
"22,296","0,55"
"22,297","0,55"
"22,302","0,55"
"22,307","0,56"
"22,308","0,55"
"22,308","0,55"
"22,31","0,56"
"22,312","0,56"
"22,313","0,56"
"22,317","0,57"
"22,318","0,57"
"22,325","0,57"
"22,326","0,57"
"22,327","0,57"
"22,328","0,57"
"22,331","0,58"
"22,334","0,58"
"22,335","0,58"
"22,342","0,58"
"22,343","0,58"
"22,343","0,58"
"22,347","0,58"
"22,351","0,58"
"22,353","0,58"
"22,353","0,59"
"22,357","0,59"
"22,362","0,59"
"22,363","0,59"
"22,367","0,59"
"22,368","0,59"
"22,37","0,59"
"22,375","0,59"
"22,378","0,59"
"22,379","0,6"
"22,379","0,59"
"22,383","0,59"
"22,386","0,59"
"22,387","0,59"
"22,39","0,6"
"22,395","0,6"
"22,396","0,59"
"22,397","0,6"
"22,401","0,6"
"22,403","0,6"
"22,406","0,6"
"22,408","0,6"
"22,409","0,6"
"22,413","0,6"
"22,415","0,6"
"22,416","0,6"
"22,422","0,6"
"22,424","0,6"
"22,428","0,6"
"22,429","0,6"
"22,43","0,6"
"22,434","0,6"
"22,436","0,6"
"22,436","0,6"
"22,441","0,6"
"22,442","0,6"
"22,447","0,6"
"22,449","0,6"
"22,449","0,6"
"22,452","0,6"
"22,463","0,6"
"22,464","0,6"
"22,464","0,6"
"22,465","0,59"
"22,471","0,59"
"22,472","0,59"
"22,472","0,59"
"22,473","0,59"
"22,475","0,59"
"22,478","0,59"
"22,479","0,59"
"22,481","0,59"
"22,484","0,59"
"22,49","0,59"
"22,492","0,59"
"22,492","0,59"
"22,495","0,58"
"22,496","0,58"
"22,5","0,58"
"22,506","0,58"
"22,507","0,58"
"22,507","0,58"
"22,51","0,58"
"22,513","0,57"
"22,514","0,57"
"22,516","0,57"
"22,519","0,56"
"22,522","0,56"
"22,526","0,56"
"22,527","0,56"
"22,53","0,56"
"22,534","0,56"
"22,538","0,55"
"22,54","0,55"
"22,542","0,55"
"22,545","0,55"
"22,546","0,54"
"22,546","0,54"
"22,551","0,54"
"22,555","0,54"
"22,558","0,54"
"22,559","0,54"
"22,56","0,53"
"22,565","0,53"
"22,567","0,53"
"22,567","0,52"
"22,57","0,52"
"22,573","0,52"
"22,576","0,51"
"22,577","0,51"
"22,579","0,51"
"22,583","0,5"
"22,586","0,5"
"22,586","0,5"
"22,596","0,5"
"22,596","0,49"
"22,597","0,49"
"22,597","0,49"
"22,599","0,48"
"22,614","0,48"
"22,616","0,48"
"22,616","0,47"
"22,617","0,47"
"22,62","0,47"
"22,621","0,46"
"22,622","0,46"
"22,623","0,45"
"22,625","0,45"
"22,625","0,45"
"22,628","0,44"
"22,631","0,44"
"22,632","0,44"
"22,635","0,43"
"22,639","0,43"
"22,642","0,42"
"22,645","0,42"
"22,645","0,42"
"22,647","0,42"
"22,652","0,41"
"22,655","0,41"
"22,657","0,41"
"22,657","0,4"
"22,662","0,4"
"22,663","0,39"
"22,664","0,39"
"22,668","0,39"
"22,672","0,38"
"22,674","0,38"
"22,674","0,37"
"22,677","0,37"
"22,681","0,36"
"22,684","0,36"
"22,685","0,35"
"22,689","0,35"
"22,691","0,35"
"22,694","0,34"
"22,695","0,34"
"22,699","0,34"
"22,703","0,33"
"22,703","0,33"
"22,704","0,32"
"22,71","0,32"
"22,712","0,32"
"22,715","0,31"
"22,716","0,3"
"22,717","0,3"
"22,727","0,3"
"22,728","0,29"
"22,728","0,29"
"22,728","0,28"
"22,731","0,28"
"22,733","0,27"
"22,733","0,27"
"22,745","0,27"
"22,746","0,26"
"22,746","0,26"
"22,746","0,25"
"22,748","0,25"
"22,753","0,25"
"22,757","0,24"
"22,757","0,23"
"22,757","0,23"
"22,762","0,22"
"22,764","0,22"
"22,765","0,21"
"22,769","0,21"
"22,772","0,2"
"22,775","0,2"
"22,776","0,19"
"22,779","0,19"
"22,782","0,18"
"22,785","0,18"
"22,785","0,17"
"22,789","0,17"
"22,791","0,16"
"22,794","0,16"
"22,795","0,15"
"22,798","0,15"
"22,803","0,14"
"22,803","0,14"
"22,805","0,13"
"22,808","0,13"
"22,812","0,12"
"22,815","0,12"
"22,815","0,11"
"22,818","0,1"
"22,824","0,1"
"22,825","0,1"
"22,826","0,09"
"22,827","0,08"
"22,832","0,08"
"22,834","0,08"
"22,835","0,07"
"22,839","0,06"
"22,842","0,06"
"22,845","0,05"
"22,846","0,05"
"22,849","0,04"
"22,854","0,04"
"22,859","0,04"
"22,86","0,03"
"22,861","0,02"
"22,862","0,01"
"22,866","0,01"
"22,866","0,01"
"22,868",0
"22,88","-0,01"
"22,883","-0,01"
"22,884","-0,02"
"22,884","-0,02"
"22,885","-0,03"
"22,885","-0,03"
"22,898","-0,04"
"22,9","-0,04"
"22,9","-0,05"
"22,901","-0,05"
"22,902","-0,06"
"22,902","-0,07"
"22,904","-0,07"
"22,904","-0,07"
"22,906","-0,08"
"22,907","-0,09"
"22,91","-0,09"
"22,911","-0,1"
"22,916","-0,1"
"22,918","-0,11"
"22,919","-0,11"
"22,923","-0,12"
"22,925","-0,12"
"22,929","-0,13"
"22,932","-0,14"
"22,932","-0,14"
"22,937","-0,14"
"22,939","-0,15"
"22,943","-0,15"
"22,944","-0,16"
"22,945","-0,16"
"22,95","-0,17"
"22,951","-0,17"
"22,952","-0,18"
"22,957","-0,18"
"22,959","-0,19"
"22,963","-0,19"
"22,964","-0,19"
"22,967","-0,2"
"22,969","-0,2"
"22,972","-0,21"
"22,973","-0,21"
"22,975","-0,22"
"22,98","-0,22"
"22,981","-0,23"
"22,981","-0,23"
"22,988","-0,24"
"22,988","-0,24"
"22,992","-0,24"
"22,992","-0,25"
"22,995","-0,25"
"22,997","-0,26"
"23,001","-0,27"
"23,003","-0,26"
"23,004","-0,27"
"23,015","-0,27"
"23,016","-0,27"
"23,017","-0,28"
"23,018","-0,29"
"23,018","-0,29"
"23,034","-0,3"
"23,038","-0,3"
"23,039","-0,3"
"23,039","-0,31"
"23,042","-0,32"
"23,043","-0,32"
"23,043","-0,32"
"23,043","-0,33"
"23,044","-0,33"
"23,044","-0,34"
"23,045","-0,34"
"23,046","-0,34"
"23,049","-0,35"
"23,051","-0,35"
"23,055","-0,36"
"23,058","-0,36"
"23,059","-0,37"
"23,062","-0,37"
"23,064","-0,38"
"23,07","-0,38"
"23,071","-0,38"
"23,072","-0,38"
"23,075","-0,39"
"23,077","-0,4"
"23,083","-0,4"
"23,084","-0,4"
"23,085","-0,41"
"23,089","-0,41"
"23,092","-0,42"
"23,094","-0,42"
"23,095","-0,42"
"23,098","-0,43"
"23,103","-0,43"
"23,108","-0,44"
"23,109","-0,44"
"23,11","-0,44"
"23,112","-0,44"
"23,114","-0,45"
"23,115","-0,45"
"23,118","-0,45"
"23,122","-0,46"
"23,124","-0,46"
"23,127","-0,47"
"23,128","-0,47"
"23,13","-0,47"
"23,133","-0,47"
"23,139","-0,48"
"23,142","-0,48"
"23,143","-0,48"
"23,144","-0,49"
"23,147","-0,49"
"23,15","-0,5"
"23,151","-0,5"
"23,153","-0,5"
"23,164","-0,5"
"23,166","-0,5"
"23,167","-0,51"
"23,167","-0,51"
"23,167","-0,51"
"23,171","-0,51"
"23,172","-0,52"
"23,175","-0,52"
"23,176","-0,52"
"23,182","-0,52"
